Розыгрыш|Дата проведения|Лототрон|Набор|Шар номер 1 Шар номер 2 Шар номер 3 Шар номер 4 Шар номер 5 Шар номер 6|победителей угадавших 2 номера|приз за 2 номеров|победителей угадавших 3 номера|приз за 3 номеров|победителей угадавших 4 номера|приз за 4 номеров|победителей угадавших 5 номеров|приз за 5 номеров|победителей угадавших 6 номеров|приз за 6 номеров|
1685|2017-05-31|А|3|2 8 10 16 35 45|10070|10|1345|24|60|740|1|55521|0|12200000|
1684|2017-05-27|А|2|3 11 20 31 40 44|11628|10|1450|27|89|589|2|32783|0|12120000|
1683|2017-05-24|Б|1|25 35 39 48 50 51|8991|10|1043|33|45|1046|1|58841|0|12040000|
1682|2017-05-20|А|1|5 9 14 16 19 41|9917|10|1247|24|74|547|2|25310|0|11960000|
1681|2017-05-17|А|2|10 14 23 24 26 45|8989|10|1100|28|63|667|0|0|0|11880000|
1680|2017-05-13|А|2|7 10 15 17 34 45|10348|10|1434|21|100|412|1|51568|0|11800000|
1679|2017-05-10|А|2|2 3 16 18 26 41|8375|10|1060|25|48|751|1|45109|0|11720000|
1678|2017-05-06|А|4|7 31 32 35 36 39|8169|10|887|34|29|1425|0|0|0|11640000|
1677|2017-05-03|Б|3|14 19 20 31 44 45|7331|10|905|28|32|1077|0|0|0|11580000|
1676|2017-04-29|А|4|19 25 27 34 36 45|8010|10|960|32|30|1394|1|52300|0|11500000|
1675|2017-04-26|Б|1|3 4 14 25 36 48|8627|10|1018|28|43|897|0|0|0|11420000|
1674|2017-04-22|Б|3|9 15 23 27 39 41|9119|10|1393|20|90|414|1|46623|0|11340000|
1673|2017-04-19|А|2|2 24 29 40 45 49|6418|10|716|38|34|1071|2|22777|0|11260000|
1672|2017-04-15|Б|1|8 10 16 24 48 49|8664|10|960|34|59|751|1|55428|0|11180000|
1671|2017-04-12|А|2|6 9 13 23 26 28|9027|10|1236|21|78|463|1|45210|0|11100000|
1670|2017-04-08|Б|1|17 23 28 33 50 51|8407|10|938|33|45|935|1|52598|0|11025000|
1669|2017-04-05|А|4|8 21 24 35 38 51|7808|10|894|31|46|808|0|0|0|10935000|
1668|2017-04-01|А|4|8 16 24 42 45 46|7846|10|990|29|46|843|1|48483|0|10850000|
1667|2017-03-29|Б|3|15 28 33 35 37 47|8261|10|1131|24|79|474|2|23415|0|10780000|
1666|2017-03-25|Б|2|20 21 36 38 45 50|7661|10|891|33|32|1252|1|50089|0|10700000|
1665|2017-03-22|А|3|1 2 5 9 13 46|10463|10|1537|19|98|410|1|50228|0|10628000|
1664|2017-03-18|А|4|20 23 24 36 44 47|7262|10|771|39|32|1269|1|50763|0|10540000|
1663|2017-03-15|Б|2|3 21 23 27 32 52|9021|10|1186|25|59|671|0|0|0|10470000|
1662|2017-03-11|А|2|2 10 15 18 31 39|8288|10|1010|29|53|760|0|0|0|10370000|
1661|2017-03-08|Б|4|6 11 26 31 34 40|8639|10|1157|25|56|703|1|49263|0|10300000|
1660|2017-03-04|Б|2|2 21 27 33 48 50|9173|10|978|31|57|720|2|25684|0|10250000|
1659|2017-03-01|Б|2|2 5 9 17 44 48|19408|10|2493|24|121|8264|0|0|0|11100000|
1658|2017-02-25|А|4|14 20 25 35 39 49|8293|10|1073|28|60|675|1|50634|0|11055000|
1657|2017-02-22|А|1|7 30 33 39 44 50|7717|10|982|27|41|886|2|22711|0|10888000|
1656|2017-02-18|А|4|14 26 37 39 47 50|8113|10|982|33|47|942|0|0|0|10800000|
1655|2017-02-15|Б|4|5 26 35 42 47 52|7315|10|972|28|57|658|1|46883|0|10720000|
1654|2017-02-11|Б|1|7 19 24 31 42 44|7855|10|924|31|63|617|1|48630|0|10590000|
1653|2017-02-08|А|3|10 12 15 19 31 47|7555|10|878|31|57|645|0|0|0|10467000|
1652|2017-02-04|А|2|3 7 20 32 35 42|8218|10|971|29|47|803|0|0|0|10385000|
1651|2017-02-01|Б|1|14 23 29 43 44 47|6786|10|743|37|33|1126|2|23225|0|10250000|
1650|2017-01-28|Б|1|12 18 26 29 30 36|7513|10|925|31|49|793|0|0|0|10170000|
1649|2017-01-25|А|4|4 24 26 30 32 41|7172|10|789|36|36|1060|0|0|0|10100000|
1648|2017-01-21|Б|3|10 16 27 33 41 47|15416|10|1600|35|46|21739|0|0|0|10945000|
1647|2017-01-18|Б|3|13 17 29 31 44 45|8617|10|1276|19|70|480|1|42014|0|10807000|
1646|2017-01-14|А|4|21 24 33 36 47 48|6801|10|690|43|26|1545|0|0|0|10730000|
1645|2017-01-11|Б|3|3 16 21 33 41 52|8214|10|1113|22|63|524|2|20659|0|10650000|
1644|2017-01-07|Б|3|1 7 11 19 30 42|8001|10|1129|21|74|436|0|0|0|10600000|
1643|2017-01-04|А|3|4 5 7 37 39 47|8118|10|919|28|40|886|0|0|0|10550000|
1642|2016-12-31|А|4|18 33 39 40 44 51|11084|10|1312|34|35|1702|3|24831|0|10500000|
1641|2016-12-28|Б|4|6 34 35 40 48 51|18067|10|1895|41|53|18867|0|0|0|11250000|
1640|2016-12-24|А|1|5 11 23 24 44 46|9405|10|1045|31|49|896|0|0|0|11170000|
1639|2016-12-21|Б|4|2 18 19 33 37 46|9041|10|1079|29|56|752|1|52649|0|11090000|
1638|2016-12-17|Б|1|2 15 26 30 34 43|9163|10|1287|22|54|699|1|47232|0|11000000|
1637|2016-12-14|А|1|5 9 12 13 35 52|9225|10|1101|28|65|636|1|51688|0|10930000|
1636|2016-12-10|А|3|8 13 16 27 39 50|9364|10|1196|25|69|587|3|16886|0|10830000|
1635|2016-12-07|А|2|11 23 25 26 28 29|8341|10|1057|30|45|957|1|53872|0|10750000|
1634|2016-12-03|Б|3|9 11 14 30 46 48|7392|10|793|33|29|1219|1|44204|0|10635000|
1633|2016-11-30|Б|3|1 13 17 24 28 36|7475|10|1017|24|49|665|0|0|0|10550000|
1632|2016-11-26|А|4|19 20 31 35 37 44|8292|10|1019|27|38|1000|1|47526|0|10435000|
1631|2016-11-23|Б|3|12 20 39 40 41 48|6196|10|640|42|32|1138|0|0|0|10345000|
1630|2016-11-19|А|1|15 18 28 29 46 52|7947|10|963|31|61|669|1|51038|0|10225000|
1629|2016-11-16|Б|1|9 11 17 24 36 51|7905|10|942|27|48|719|0|0|0|10145000|
1628|2016-11-12|А|4|14 15 21 25 31 46|9076|10|1100|24|60|597|1|44777|0|10025000|
1627|2016-11-09|А|2|3 5 11 20 22 35|8234|10|1207|21|67|513|0|0|0|9950000|
1626|2016-11-05|А|4|1 3 8 26 27 52|9738|10|1487|16|77|428|2|20625|0|9840000|
1625|2016-11-02|А|4|16 24 28 32 36 40|6677|10|943|27|49|711|0|0|0|9750000|
1624|2016-10-29|Б|4|7 44 45 46 47 48|5800|10|567|50|27|1404|1|47412|0|9620000|
1623|2016-10-26|А|3|11 14 29 42 46 47|7016|10|774|36|26|1444|0|0|0|9500000|
1622|2016-10-22|Б|1|6 10 17 33 39 41|7238|10|915|28|55|625|0|0|0|9375000|
1621|2016-10-19|Б|3|10 16 20 35 42 44|7602|10|918|28|53|661|0|0|0|9300000|
1620|2016-10-15|А|4|5 8 16 18 39 44|8994|10|1154|21|65|500|1|40692|0|9185000|
1619|2016-10-12|А|1|9 15 23 29 40 43|7045|10|798|30|57|562|0|0|0|9075000|
1618|2016-10-08|А|1|1 4 12 22 26 36|6749|10|841|28|46|689|0|0|0|8970000|
1617|2016-10-05|Б|4|17 19 23 27 34 48|7075|10|896|25|29|1041|0|0|0|8900000|
1616|2016-10-01|Б|1|6 7 15 17 33 38|7974|10|1180|17|62|445|2|17255|0|8840000|
1615|2016-09-28|Б|1|3 9 18 26 37 39|6968|10|911|24|49|611|3|12489|0|8720000|
1614|2016-09-24|Б|4|18 20 24 37 38 40|5915|10|671|37|33|1022|0|0|0|8650000|
1613|2016-09-21|Б|4|8 17 20 25 38 40|6726|10|804|28|65|468|1|38101|0|8580000|
1612|2016-09-17|А|2|3 31 32 38 48 51|6313|10|641|40|24|1448|1|43453|0|8470000|
1611|2016-09-14|А|2|12 18 21 22 25 41|6921|10|848|27|34|916|0|0|0|8350000|
1610|2016-09-10|А|3|8 18 23 26 30 51|7176|10|894|27|49|663|0|0|0|8290000|
1609|2016-09-07|А|4|1 14 21 28 34 39|7245|10|915|25|43|711|3|12745|0|8170000|
1608|2016-09-03|Б|4|12 30 33 42 45 48|5849|10|648|37|31|1054|0|0|0|8060000|
1607|2016-08-31|А|2|13 20 26 33 36 40|7057|10|815|28|37|830|0|0|0|7990000|
1606|2016-08-27|А|4|11 13 14 26 30 50|7074|10|914|25|47|656|1|38544|0|7890000|
1605|2016-08-24|Б|4|4 23 33 34 38 46|6246|10|705|30|40|710|0|0|0|7780000|
1604|2016-08-20|Б|1|5 7 8 11 45 47|7635|10|1028|21|37|801|0|0|0|7673000|
1603|2016-08-17|А|1|3 5 17 23 42 46|7967|10|1000|23|39|787|0|0|0|7600000|
1602|2016-08-13|А|3|10 21 34 35 43 45|6261|10|756|30|35|890|1|38944|0|7560000|
1601|2016-08-10|Б|3|2 22 25 37 40 50|5667|10|704|32|39|778|1|37967|0|7520000|
1600|2016-08-06|А|1|3 25 26 34 47 51|6358|10|727|32|43|726|0|0|0|7480000|
1599|2016-08-03|А|3|3 4 20 24 45 48|6016|10|685|30|28|1010|0|0|0|7440000|
1598|2016-07-30|А|3|2 9 30 31 47 50|6029|10|768|28|31|928|1|35967|0|7400000|
1597|2016-07-27|А|3|13 21 22 24 42 50|6473|10|735|28|45|629|0|0|0|7360000|
1596|2016-07-23|Б|1|5 14 16 23 39 46|6041|10|738|29|29|1001|0|0|0|7320000|
1595|2016-07-20|А|1|5 6 14 30 34 36|6217|10|713|31|39|767|0|0|0|7280000|
1594|2016-07-16|Б|3|13 20 21 25 38 40|6414|10|838|25|59|479|2|17676|0|7240000|
1593|2016-07-13|Б|1|3 23 27 30 41 52|6377|10|868|26|40|758|1|37916|0|7200000|
1592|2016-07-09|Б|2|17 18 19 23 32 50|6014|10|663|33|34|876|0|0|0|7160000|
1591|2016-07-06|А|2|1 6 16 21 32 50|6146|10|839|23|65|400|1|32509|0|7120000|
1590|2016-07-02|А|2|27 29 36 37 46 52|5133|10|574|37|28|1034|0|0|0|7080000|
1589|2016-06-29|Б|3|4 5 18 25 34 48|5362|8|671|23|25|375|0|0|0|7040000|
1588|2016-06-25|А|3|3 16 18 29 30 32|6214|8|751|24|36|295|0|0|0|7000000|
1587|2016-06-22|Б|2|14 17 19 28 34 49|5803|8|649|25|36|268|0|0|0|6960000|
1586|2016-06-18|Б|2|19 41 43 48 50 52|5289|8|594|31|29|373|0|0|0|6920000|
1585|2016-06-15|Б|4|12 13 26 30 38 40|8294|8|1081|20|37|356|0|0|0|6880000|
1584|2016-06-11|А|2|5 6 33 37 38 49|6068|8|633|30|40|278|1|7962|0|6840000|
1583|2016-06-08|Б|3|2 3 6 8 14 21|7401|8|1115|16|85|124|1|7573|0|6800000|
1582|2016-06-04|Б|2|1 4 9 16 23 34|6793|8|887|21|37|303|0|0|0|6760000|
1581|2016-06-01|А|4|1 18 20 25 27 44|6773|8|796|22|40|258|0|0|0|6720000|
1580|2016-05-28|А|4|14 19 21 41 46 49|6234|8|644|30|23|494|0|0|0|6680000|
1579|2016-05-25|Б|4|5 6 12 16 18 50|6746|8|921|21|39|291|1|8131|0|6640000|
1578|2016-05-21|Б|3|6 28 29 34 46 52|5444|8|578|36|24|506|0|0|0|6600000|
1577|2016-05-18|А|4|3 6 9 27 32 34|6408|8|798|21|52|196|0|0|0|6560000|
1576|2016-05-14|Б|3|4 11 15 19 24 35|7001|8|905|21|45|246|0|0|0|6520000|
1575|2016-05-11|Б|3|15 26 33 34 38 45|5982|8|679|25|42|239|3|2395|0|6480000|
1574|2016-05-07|А|2|3 12 15 23 32 49|6894|8|723|25|37|289|3|2551|0|6440000|
1573|2016-05-04|А|1|4 7 8 24 41 44|5298|8|683|21|41|204|0|0|0|6400000|
1572|2016-04-30|Б|1|3 20 29 39 40 52|6078|8|659|30|37|313|2|4140|0|6360000|
1571|2016-04-27|А|1|3 15 19 23 26 36|6026|8|815|21|46|217|0|0|0|6320000|
1570|2016-04-23|А|3|3 15 23 41 43 46|5996|8|741|26|34|334|0|0|0|6280000|
1569|2016-04-20|Б|3|3 4 8 17 33 41|7171|8|937|18|55|185|0|0|0|6240000|
1568|2016-04-16|А|2|8 13 19 29 39 47|5962|8|717|25|35|310|2|3881|0|6200000|
1567|2016-04-13|Б|2|8 19 30 33 35 44|6737|8|891|20|57|186|2|3787|0|6160000|
1566|2016-04-09|А|3|7 20 39 41 47 51|5513|8|644|29|28|399|0|0|0|6120000|
1565|2016-04-06|А|2|2 13 20 31 47 48|5500|8|657|28|35|317|0|0|0|6080000|
1564|2016-04-02|Б|2|7 13 18 24 40 43|6438|8|769|25|29|396|1|8210|0|6040000|
1563|2016-03-30|А|1|5 13 20 24 43 52|6957|8|851|21|42|248|0|0|0|6000000|
1562|2016-03-26|Б|1|27 31 32 44 49 50|6012|8|693|29|18|672|0|0|0|5960000|
1561|2016-03-23|А|4|3 14 20 34 44 51|6290|8|821|22|44|248|2|3898|0|5920000|
1560|2016-03-19|Б|2|11 13 28 30 31 42|6200|8|815|22|36|302|1|7768|0|5880000|
1559|2016-03-16|Б|4|7 17 22 30 36 45|6333|8|862|20|25|419|1|7483|0|5840000|
1558|2016-03-12|Б|4|10 11 18 21 38 49|5951|8|707|26|52|210|0|0|0|5800000|
1557|2016-03-09|А|2|19 20 21 23 43 49|5270|8|538|30|24|401|0|0|0|5760000|
1556|2016-03-05|Б|3|6 14 21 22 26 35|6798|8|873|22|53|213|1|8066|0|5720000|
1555|2016-03-02|Б|3|16 22 27 35 44 49|5381|8|703|26|53|203|0|0|0|5680000|
1554|2016-02-27|А|4|2 11 29 39 50 52|6030|8|745|24|32|339|0|0|0|5640000|
1553|2016-02-24|Б|4|1 3 36 47 48 50|5270|8|585|31|21|518|0|0|0|5600000|
1552|2016-02-20|А|3|11 13 15 22 23 27|7344|8|975|18|49|219|0|0|0|5560000|
1551|2016-02-17|А|1|9 12 21 22 30 51|6185|8|714|25|44|245|1|7707|0|5520000|
1550|2016-02-13|Б|2|15 16 17 21 47 49|6191|8|675|29|31|374|1|8301|0|5480000|
1549|2016-02-10|А|4|11 13 22 23 28 43|6553|8|833|21|53|201|0|0|0|5440000|
1548|2016-02-06|А|1|1 9 14 28 35 44|6658|8|826|23|37|305|1|8078|0|5400000|
1547|2016-02-03|А|4|1 3 4 8 27 52|6902|8|1036|16|52|187|1|6979|0|5360000|
1546|2016-01-30|Б|3|29 34 35 49 50 51|5890|8|648|31|32|376|1|8607|0|5320000|
1545|2016-01-27|А|1|17 27 31 33 38 44|6222|8|792|22|47|219|1|7365|0|5280000|
1544|2016-01-23|А|4|3 15 21 22 25 33|7652|8|1004|19|66|171|1|8067|0|5240000|
1543|2016-01-20|А|3|1 6 10 22 25 28|5967|8|742|23|59|172|2|3644|0|5200000|
1542|2016-01-16|Б|2|17 23 25 32 39 49|6026|8|657|30|39|297|1|8299|0|5160000|
1541|2016-01-13|Б|2|12 19 23 30 42 48|6009|8|666|31|24|507|1|8697|0|5120000|
1540|2016-01-09|А|3|10 13 18 25 30 48|5626|8|643|26|38|257|1|6992|0|5080000|
1539|2016-01-06|Б|2|1 8 13 15 43 45|6489|8|726|25|41|264|1|7738|0|5040000|
1538|2016-01-02|А|1|13 23 26 35 43 52|5068|8|627|26|45|217|1|6999|0|5000000|
1537|2015-12-30|Б|1|7 13 19 26 36 44|8216|8|1120|19|62|210|4|2331|0|4960000|
1536|2015-12-26|А|3|15 29 34 40 47 52|6185|8|707|30|31|400|1|8873|0|4920000|
1535|2015-12-23|Б|3|14 16 19 29 31 42|7000|8|846|23|35|336|0|0|0|4880000|
1534|2015-12-19|А|3|25 29 33 38 40 46|6613|8|765|30|38|358|0|0|0|4840000|
1533|2015-12-16|А|4|4 6 14 20 22 34|6838|8|943|18|41|247|0|0|0|4800000|
1532|2015-12-12|Б|1|9 13 30 40 42 45|6220|8|711|27|33|345|0|0|0|4760000|
1531|2015-12-09|А|3|7 9 25 30 44 46|5824|8|709|24|30|339|1|7272|0|4720000|
1530|2015-12-05|Б|3|26 28 30 33 35 51|5791|8|576|32|28|385|0|0|0|4680000|
1529|2015-12-02|А|3|14 30 32 39 43 46|5713|8|869|19|52|194|0|0|0|4640000|
1528|2015-11-28|А|2|6 10 12 21 29 44|5904|8|742|24|36|295|3|2534|0|4600000|
1527|2015-11-25|А|2|8 21 22 25 48 49|5448|8|646|26|30|334|0|0|0|4560000|
1526|2015-11-21|Б|1|8 12 15 19 22 23|6644|8|929|17|39|249|0|0|0|4520000|
1525|2015-11-18|Б|3|5 8 26 32 41 42|5582|8|673|25|27|366|1|7069|0|4480000|
1524|2015-11-14|Б|4|4 5 6 22 25 33|7319|8|963|18|47|224|1|7545|0|4440000|
1523|2015-11-11|Б|3|12 13 16 38 42 51|5547|8|748|24|39|278|2|3880|0|4400000|
1522|2015-11-07|А|2|17 24 28 30 31 38|5664|8|679|28|43|258|0|0|0|4360000|
1521|2015-11-04|Б|2|13 23 33 38 44 52|6013|8|836|20|44|223|1|7013|0|4320000|
1520|2015-10-31|Б|3|9 19 21 29 37 51|6505|8|739|23|38|270|0|0|0|4280000|
1519|2015-10-28|Б|1|9 11 13 25 46 51|5857|8|721|24|43|236|3|2417|0|4240000|
1518|2015-10-24|Б|2|1 4 9 30 33 36|5770|8|718|25|46|229|1|7534|0|4200000|
1517|2015-10-21|Б|1|3 12 13 20 33 37|6043|8|933|17|47|202|2|3403|0|4160000|
1516|2015-10-17|Б|2|4 5 18 29 35 42|5904|8|739|24|40|265|0|0|0|4120000|
1515|2015-10-14|Б|2|2 5 6 23 33 50|6062|8|801|20|36|266|0|0|0|4080000|
1514|2015-10-10|А|1|13 30 33 38 41 47|5190|8|539|33|37|286|1|7565|0|4040000|
1513|2015-10-07|Б|3|1 19 24 30 33 36|5405|8|612|27|27|361|0|0|0|4000000|
1512|2015-10-03|Б|3|26 27 28 29 38 51|5289|8|657|25|24|404|1|6939|0|3960000|
1511|2015-09-30|Б|2|13 14 23 24 27 28|5888|8|721|22|24|388|1|6665|0|3920000|
1510|2015-09-26|А|4|10 19 29 33 40 44|5611|8|748|22|29|342|0|0|0|3880000|
1509|2015-09-23|Б|3|1 22 25 44 46 50|5279|8|573|30|18|568|0|0|0|3840000|
1508|2015-09-19|Б|1|13 21 35 41 45 51|5277|8|654|27|32|322|0|0|0|3800000|
1507|2015-09-16|А|4|4 24 30 32 47 51|4453|8|547|32|12|863|1|7399|0|3760000|
1506|2015-09-12|А|3|4 8 36 40 47 51|5116|8|534|32|18|567|0|0|0|3720000|
1505|2015-09-09|А|2|13 14 30 34 39 47|4895|8|585|29|25|408|0|0|0|3680000|
1504|2015-09-05|Б|4|8 12 17 23 35 45|5707|8|700|23|30|315|1|6763|0|3640000|
1503|2015-09-02|Б|4|1 22 32 44 49 50|4372|8|515|31|19|492|1|6690|0|3600000|
1502|2015-08-29|Б|4|5 10 13 17 36 39|5865|8|753|21|43|220|2|3378|0|3560000|
1501|2015-08-26|Б|3|10 12 13 29 32 38|5379|8|590|26|36|253|1|6522|0|3520000|
1500|2015-08-22|Б|2|10 14 17 39 48 52|5464|8|611|28|31|332|0|0|0|3480000|
1499|2015-08-19|Б|3|7 21 24 28 45 48|5850|8|739|22|41|236|0|0|0|3440000|
1498|2015-08-15|А|2|15 19 24 26 29 35|5679|8|719|23|24|407|1|6992|0|3400000|
1497|2015-08-12|А|4|1 11 42 49 50 51|4232|8|456|35|14|682|0|0|0|3360000|
1496|2015-08-08|Б|4|7 11 25 34 37 51|6081|8|782|22|43|239|1|7368|0|3320000|
1495|2015-08-05|Б|1|2 3 22 29 51 52|5630|8|679|23|26|362|0|0|0|3280000|
1494|2015-08-01|А|2|14 15 18 28 30 48|5276|8|613|27|31|318|0|0|0|3240000|
1493|2015-07-29|А|1|14 15 18 29 34 49|5058|8|628|27|29|342|1|7102|0|3200000|
1492|2015-07-25|А|1|1 16 17 28 32 48|5062|8|611|27|22|445|0|0|0|3160000|
1491|2015-07-22|Б|2|11 17 19 20 26 31|6661|8|815|19|49|193|0|0|0|3120000|
1490|2015-07-18|А|1|2 3 14 16 26 48|5595|8|678|24|34|283|0|0|0|3080000|
1489|2015-07-15|А|2|9 16 19 24 42 48|5053|8|553|29|20|480|0|0|0|3040000|
1488|2015-07-11|А|2|7 16 25 28 29 42|5822|8|774|20|48|197|0|0|0|3000000|
1487|2015-07-08|Б|3|12 26 29 44 45 48|5952|8|685|32|27|480|0|0|1|8920000|
1486|2015-07-04|А|1|2 4 5 8 14 26|8183|8|1331|14|88|130|2|4098|0|8880000|
1485|2015-07-01|Б|2|9 20 26 38 45 51|6302|8|806|25|34|349|1|8476|0|8840000|
1484|2015-06-27|А|3|4 9 14 15 29 49|7336|8|914|23|24|527|0|0|0|8800000|
1483|2015-06-24|А|3|14 17 23 39 41 52|6627|8|858|25|53|237|0|0|0|8760000|
1482|2015-06-20|А|4|7 10 19 22 46 51|7995|8|1027|20|58|215|0|0|0|8720000|
1481|2015-06-17|А|1|3 9 15 17 24 45|7704|8|999|20|56|212|0|0|0|8680000|
1480|2015-06-13|Б|2|14 21 26 32 40 46|6595|8|849|24|40|303|0|0|0|8640000|
1479|2015-06-10|А|1|1 8 9 11 29 36|7376|8|960|21|49|243|1|8512|0|8600000|
1478|2015-06-06|А|2|16 30 34 46 47 48|5305|8|601|35|28|448|0|0|0|8560000|
1477|2015-06-03|Б|4|2 17 28 34 45 51|6266|8|734|26|41|280|1|8219|0|8520000|
1476|2015-05-30|А|3|2 7 8 23 28 30|8195|8|1163|17|84|140|0|0|0|8480000|
1475|2015-05-27|А|4|3 5 17 29 46 47|7391|8|791|27|35|359|2|4494|0|8440000|
1474|2015-05-23|Б|3|11 18 24 26 27 44|6984|8|796|28|50|260|1|9321|0|8400000|
1473|2015-05-20|Б|3|7 8 29 36 41 46|7129|8|705|30|40|314|0|0|0|8360000|
1472|2015-05-16|Б|3|25 28 39 44 48 52|6857|8|741|31|39|349|1|9743|0|8320000|
1471|2015-05-13|А|1|6 13 16 25 29 33|7314|8|1068|18|76|155|0|0|0|8280000|
1470|2015-05-09|Б|3|11 22 29 35 36 38|6404|8|783|27|33|377|0|0|0|8240000|
1469|2015-05-06|А|4|1 6 16 19 20 38|7592|8|998|20|60|194|0|0|0|8200000|
1468|2015-05-02|Б|3|27 30 39 44 46 51|5509|8|561|35|25|461|0|0|0|8160000|
1467|2015-04-29|Б|2|3 4 5 6 10 51|8559|8|1041|20|61|204|3|2973|0|8120000|
1466|2015-04-25|Б|1|9 12 18 27 48 50|7023|8|885|24|43|295|1|9087|0|8080000|
1465|2015-04-22|Б|3|5 7 14 21 34 35|8022|8|1100|18|77|156|2|4312|0|8040000|
1464|2015-04-18|Б|1|3 7 12 23 36 44|7492|8|1041|20|59|210|1|8890|0|8000000|
1463|2015-04-15|Б|1|3 11 17 26 31 45|6833|8|922|19|66|160|1|7566|0|7960000|
1462|2015-04-11|А|1|14 22 29 44 45 49|6742|8|818|28|45|302|2|4865|0|7920000|
1461|2015-04-08|Б|2|5 24 26 35 49 50|6278|8|670|31|36|342|2|4400|0|7880000|
1460|2015-04-04|Б|4|9 23 26 30 34 45|6920|8|832|26|59|221|0|0|0|7840000|
1459|2015-04-01|А|4|5 14 30 36 37 52|6760|8|830|24|51|231|0|0|0|7800000|
1458|2015-03-28|Б|4|21 25 27 29 33 43|6989|8|878|23|50|238|1|8506|0|7760000|
1457|2015-03-25|Б|3|11 13 25 29 47 51|7295|8|939|22|40|307|1|8785|0|7720000|
1456|2015-03-21|Б|3|4 11 20 26 31 49|6810|8|839|26|44|289|0|0|0|7680000|
1455|2015-03-18|Б|3|4 20 31 38 45 52|6652|8|807|25|54|219|0|0|0|7640000|
1454|2015-03-14|Б|2|3 4 21 25 29 36|7391|8|948|21|48|248|1|8507|0|7600000|
1453|2015-03-11|А|4|15 16 24 34 37 43|5953|8|724|25|36|304|0|0|0|7560000|
1452|2015-03-07|А|2|2 4 9 10 13 22|8567|8|1295|16|74|163|1|8636|0|7520000|
1451|2015-03-04|Б|2|31 33 36 47 48 51|5256|8|542|36|19|611|0|0|0|7480000|
1450|2015-02-28|А|2|16 22 29 44 45 49|5622|8|582|37|21|598|0|0|0|7440000|
1449|2015-02-25|Б|2|23 27 40 45 49 51|5525|8|631|32|36|331|2|4260|0|7400000|
1448|2015-02-21|А|1|8 14 20 22 44 45|7116|8|902|22|43|278|1|8564|0|7360000|
1447|2015-02-18|А|4|3 10 26 29 33 43|6767|8|846|22|48|235|2|4033|0|7320000|
1446|2015-02-14|Б|1|1 11 12 23 32 34|7187|8|933|23|74|171|2|4524|0|7280000|
1445|2015-02-11|Б|4|6 23 31 33 39 41|6137|8|770|26|30|396|0|0|0|7240000|
1444|2015-02-07|Б|4|4 5 7 17 20 47|8084|8|1146|16|49|227|1|7950|0|7200000|
1443|2015-02-04|Б|3|1 20 32 35 37 45|5694|8|652|30|37|318|1|8405|0|7160000|
1442|2015-01-31|Б|3|35 40 42 46 50 51|5219|8|603|33|32|370|0|0|0|7120000|
1441|2015-01-28|Б|3|1 15 16 28 29 37|6359|8|823|22|40|271|0|0|0|7080000|
1440|2015-01-24|Б|3|3 11 20 37 40 47|6482|8|816|24|38|301|0|0|0|7040000|
1439|2015-01-21|А|2|6 14 23 27 29 42|6268|8|781|24|34|334|1|8133|0|7000000|
1438|2015-01-17|А|2|5 8 15 19 22 31|7749|8|1097|16|57|183|2|3734|0|6950000|
1437|2015-01-14|Б|3|6 15 17 23 28 38|6424|8|889|21|37|301|1|7971|0|6900000|
1436|2015-01-10|Б|3|3 11 17 22 26 42|6273|8|885|19|50|204|2|3643|0|6850000|
1435|2015-01-07|Б|2|5 12 18 28 46 49|5088|8|590|27|23|406|0|0|0|6800000|
1434|2015-01-03|Б|2|10 16 26 41 42 50|5058|8|525|33|31|329|1|7296|0|6750000|
1433|2014-12-31|Б|2|1 13 19 30 35 42|10063|8|1186|27|63|305|0|0|0|6700000|
1432|2014-12-27|Б|4|6 9 10 36 39 42|8367|8|961|27|55|281|4|2766|0|6650000|
1431|2014-12-24|А|2|1 13 16 17 42 48|7941|8|822|30|22|673|0|0|0|6600000|
1430|2014-12-20|Б|2|10 17 22 24 38 46|7974|8|959|26|51|294|2|5372|0|6550000|
1429|2014-12-17|Б|2|6 12 16 18 24 47|7533|8|932|26|55|262|0|0|0|6500000|
1428|2014-12-13|Б|2|6 9 13 18 19 35|9454|8|1244|20|64|229|0|0|0|6450000|
1427|2014-12-10|А|3|32 33 35 41 42 49|6900|8|643|39|36|410|1|10554|0|6400000|
1426|2014-12-06|А|2|3 8 14 21 30 42|9762|8|1357|19|68|225|1|10933|0|6350000|
1425|2014-12-03|Б|3|14 29 32 37 50 51|7442|8|847|28|36|395|2|5083|0|6300000|
1424|2014-11-29|Б|1|7 13 15 17 21 34|9441|8|1436|15|99|133|4|2354|0|6250000|
1423|2014-11-26|А|3|2 4 21 44 45 50|7843|8|961|23|63|212|2|4776|0|6200000|
1422|2014-11-22|Б|3|9 10 15 16 17 40|8663|8|995|23|41|332|2|4865|0|6150000|
1421|2014-11-19|Б|2|7 28 37 38 40 52|7469|8|909|24|47|280|0|0|0|6100000|
1420|2014-11-15|А|2|8 9 14 19 38 47|8787|8|1228|18|78|171|1|9536|0|6050000|
1419|2014-11-12|А|1|3 13 32 34 42 45|7624|8|936|25|57|240|2|4888|0|6000000|
1418|2014-11-08|А|3|1 6 10 12 35 37|7516|8|910|26|44|316|2|4972|0|5950000|
